"Geographic area","Time period","Sex","Adjusted net attendance rate, one year before the official primary entry age","Adjusted net attendance rate for children of primary school age","Adjusted net attendance rate for adolescents of lower secondary school age","Adjusted net attendance rate for youth of upper secondary school age","Completion rate for children of primary school age","Completion rate for adolescents of lower secondary school age","Completion rate for youth of upper secondary education school age","Out-of-school rate for children of primary school age","Out-of-school rate for adolescents of lower secondary school age","Out-of-school rate for youth of upper secondary school age","Out-of-school rate for youth of upper secondary school age (administrative data)","Youth literacy rate for 15-24 years","Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in reading","Out-of-school rate for children one year younger than official entry age (administrative data)","Out-of-school rate for children of primary school age (administrative data)","Out-of-school rate for adolescents of lower secondary school age (administrative data)","Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics","Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading","Proportion of students at the end of primary achieving at least a minimum proficiency level in reading"
"Suriname","2015","Total","-","-","-","-","-","-","-","-","-","-","37.91468","-","-","-","-","-","-","14.99116","-","-","-"
"Sweden","2019","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"Sweden","2019","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.12937","-","-","-","-","-"
"Sweden","2019","Total","-","-","-","-","-","-","-","-","-","-","-","-","74","-","-","0.06645","0.12493","-","-","-","-"
"Sweden","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","81.88307","86.42238","-","-","-","-","-","-"
"Sweden","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","80.50168","76.79597","-","-","-","-","-","-"
"Sweden","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","81.19206","81.60696","-","-","-","-","-","-"
"Sweden","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","98.71241"
"Sweden","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","97.48444"
"Sweden","2016","Total","-","-","-","-","-","-","-","-","-","-","1.32312","-","-","-","-","-","-","-","-","-","98.07445"
"Sweden","2015","Female","-","-","-","-","-","-","-","-","-","-","2.84783","-","74.98715","-","-","-","-","-","-","-","-"
"Sweden","2015","Male","-","-","-","-","-","-","-","-","-","-","1.42353","-","74.86004","-","-","-","-","-","-","-","-"
"Sweden","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.15907","-","-","-"
"Switzerland","2019","Female","-","-","-","-","-","-","-","-","-","-","20.45611","-","-","-","-","0.73651","-","1.04961","-","-","-"
"Switzerland","2019","Male","-","-","-","-","-","-","-","-","-","-","17.39128","-","-","-","-","0","-","0.19951","-","-","-"
"Switzerland","2019","Total","-","-","-","-","-","-","-","-","-","-","18.89084","-","-","-","-","0.35818","0.08485","0.61493","-","-","-"
"Switzerland","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","82.53235","81.55817","-","-","-","-","-","-"
"Switzerland","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","83.74712","71.69719","-","-","-","-","-","-"
"Switzerland","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","83.17198","76.36594","-","-","-","-","-","-"
"Tajikistan","2017","Female","52.350349","97.30822","96.298447","73.622787","97.845848","93.454407","62.71093","2.2","4.437202","37.288059","26.77582","-","-","-","-","88.42873","-","-","-","-","-"
"Tajikistan","2017","Male","47.469212","98.000648","97.957809","87.399429","99.029587","95.354698","80.348846","1.5","1.262718","17.9911","18.69776","-","-","-","-","86.62485","-","-","-","-","-"
"Tajikistan","2017","Total","49.77478","97.66156","97.159416","80.459358","98.471497","94.18676","69.537643","1.9","2.790098","27.712061","22.63631","-","-","-","-","87.50123","0.54687","-","-","-","-"
"Tajikistan","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.48817","-","-","-","-"
"Tajikistan","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.25099","-","-","-","-"
"Thailand","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.2465","-","-","-","-","-"
"Thailand","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.30205","-","-","-","-","-"
"Thailand","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.27505","-","-","-","-","-"
"Thailand","2019","Female","99.233421","95.392723","89.912193","76.608147","98.797523","91.866524","71.667732","1.069176","1.605356","11.18975","-","-","-","-","-","-","-","-","-","-","-"
"Thailand","2019","Male","97.653419","95.698677","83.501762","62.33952","98.487228","81.120529","59.423611","1.086133","5.1435418","25.13554","-","-","-","-","-","-","-","-","-","-","-"
"Thailand","2019","Total","98.477608","95.553833","86.723267","69.589973","98.642647","86.207672","65.228394","1.078105","3.365458","18.049141","-","-","-","-","-","-","-","-","-","-","-"
"Thailand","2018","Female","-","-","-","-","-","-","-","-","-","-","-","98.59393","-","51.04525","49.18103","-","-","-","-","-","-"
"Thailand","2018","Male","-","-","-","-","-","-","-","-","-","-","-","97.69088","-","43.04447","30.53937","-","-","-","-","-","-"
"Thailand","2018","Total","-","-","-","-","-","-","-","-","-","-","-","98.13717","-","47.30025","40.45525","-","-","-","-","-","-"
"Thailand","2015","Female","-","-","-","-","-","-","-","-","-","-","20.96038","-","-","-","-","-","-","-","-","-","-"
"Thailand","2015","Male","-","-","-","-","-","-","-","-","-","-","20.87599","-","-","-","-","-","-","-","-","-","-"
"Thailand","2015","Total","-","-","-","-","-","-","-","-","-","-","20.91719","-","-","-","-","-","-","-","-","-","-"
"The Republic of Turkey","2019","Female","-","-","-","-","-","-","-","-","-","-","19.31788","99.84731","-","-","-","25.25993","5.02673","3.99705","-","-","-"
"The Republic of Turkey","2019","Male","-","-","-","-","-","-","-","-","-","-","17.09841","99.96417","-","-","-","22.98217","4.54793","3.00352","-","-","-"
"The Republic of Turkey","2019","Total","-","-","-","-","-","-","-","-","-","-","18.18393","99.90715","70","56","-","24.09488","4.78203","3.48943","-","-","-"
"The Republic of Turkey","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","79.40006","-","-","-","-","-","-"
"The Republic of Turkey","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","68.42978","-","-","-","-","-","-"
"The Republic of Turkey","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","73.86775","-","-","-","-","-","-"
"The Republic of Turkey","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","56.37688","43.49122","-","-","-","-","-","-","-"
"The Republic of Turkey","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","57.78831","41.47502","-","-","-","-","-","-","-"
"The Republic of Turkey","2013","Female","-","96.585373","-","-","97.853722","91.654053","43.577709","2.5","3.38151","-","-","-","-","-","-","-","-","-","-","-","-"
"The Republic of Turkey","2013","Male","-","94.348923","-","-","99.025284","96.089897","51.190842","5.0999999","1.663308","-","-","-","-","-","-","-","-","-","-","-","-"
"The Republic of Turkey","2013","Total","-","95.436943","-","-","98.4263","93.942863","47.49535","3.8","2.51911","-","-","-","-","-","-","-","-","-","-","-","-"
"Timor-Leste","2019","Female","-","-","-","-","-","-","-","-","-","-","21.68957","-","-","-","-","48.24556","3.02567","8.57255","-","-","-"
"Timor-Leste","2019","Male","-","-","-","-","-","-","-","-","-","-","26.70107","-","-","-","-","51.3319","6.71849","11.83839","-","-","-"
"Timor-Leste","2019","Total","-","-","-","-","-","-","-","-","-","-","24.22807","-","-","-","-","49.81826","4.9043","10.22936","-","-","-"
"Timor-Leste","2018","Female","-","-","-","-","-","-","-","-","-","-","-","84.65051","-","-","-","-","-","-","-","-","-"
"Timor-Leste","2018","Male","-","-","-","-","-","-","-","-","-","-","-","82.45848","-","-","-","-","-","-","-","-","-"
"Timor-Leste","2018","Total","-","-","-","-","-","-","-","-","-","-","-","83.53903","-","-","-","-","-","-","-","-","-"
"Timor-Leste","2016","Female","62.75135","90.270943","60.442032","43.59766","84.822144","69.677132","54.656509","8.8999996","7.8183241","14.41688","-","-","-","-","-","-","-","-","-","-","-"
"Timor-Leste","2016","Male","64.710579","89.412064","47.927818","32.377861","76.861488","62.577942","49.078838","10","9.5540771","18.69735","-","-","-","-","-","-","-","-","-","-","-"
"Timor-Leste","2016","Total","63.736671","89.824738","54.163811","37.700562","80.68618","66.03978","51.95586","9.5","8.6968431","16.636431","-","-","-","-","-","-","-","-","-","-","-"
"Togo","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"Togo","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.14506","-","-","-","-","-"
"Togo","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.57409","1.21733","-","-","-","-"
"Togo","2019","Female","-","-","-","-","-","-","-","-","-","-","-","84.00565","-","-","-","-","4.03906","-","-","-","-"
"Togo","2019","Male","-","-","-","-","-","-","-","-","-","-","-","92.08284","-","-","-","-","2.2545","-","-","-","-"
"Togo","2019","Total","-","-","-","-","-","-","-","-","-","-","-","87.89144","15.9","-","-","-","-","-","47","24.5","19.4"
"Togo","2017","Female","70.314621","90.714256","50.47007","20.37907","76.371941","39.109959","11.92323","8.7830706","14.34949","40.178749","65.58817","-","-","-","-","-","-","27.6552","-","-","-"
"Togo","2017","Male","73.410439","91.680634","55.619999","26.690359","83.03212","54.922668","31.181789","7.5986819","9.9686413","20.26609","46.62264","-","-","-","-","-","-","15.27625","-","-","-"
"Togo","2017","Total","71.826431","91.206093","53.065281","23.749411","79.827332","47.39201","21.219419","8.1802692","12.14184","29.545031","56.0761","-","-","-","-","-","-","21.44502","-","-","-"
"Togo","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","17.34","-","-","-","-","-","36.93","17.44","16.05"
"Togo","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","19.85","-","-","-","-","-","43.1","19.95","13.81"
"Tokelau","2020","Female","-","-","-","-","-","-","-","-","-","-","28.57143","-","-","-","-","6.25","-","-","-","-","-"
"Tokelau","2020","Male","-","-","-","-","-","-","-","-","-","-","30.55556","-","-","-","-","0","-","-","-","-","-"
"Tokelau","2020","Total","-","-","-","-","-","-","-","-","-","-","29.57746","-","-","-","-","3.125","-","-","-","-","-"
"Tonga","2020","Female","-","-","-","-","-","-","-","-","-","-","32.80182","-","-","-","-","11.08542","-","4.24553","-","-","-"
"Tonga","2020","Male","-","-","-","-","-","-","-","-","-","-","49.34014","-","-","-","-","0","-","16.88249","-","-","-"
"Tonga","2020","Total","-","-","-","-","-","-","-","-","-","-","41.35123","-","-","-","-","5.4136","0.63236","10.88344","-","-","-"
"Tonga","2019","Female","97.015228","97.587303","93.048927","64.166672","98.64032","76.237907","56.31271","3.59021","7.7510061","29.37262","-","-","-","-","-","-","-","-","-","-","-"
"Tonga","2019","Male","96.378433","96.523987","86.332748","45.135818","97.791397","65.175346","45.1824","3.7091041","13.79239","50.19165","-","-","-","-","-","-","-","-","-","-","-"
"Tonga","2019","Total","96.681976","97.025726","89.730003","55.45377","98.213547","70.879173","50.928162","3.653002","10.73647","38.904209","-","-","-","-","-","-","-","-","-","-","-"
"Tonga","2018","Female","-","-","-","-","-","-","-","-","-","-","-","99.53978","-","-","-","-","-","-","-","-","-"
"Tonga","2018","Male","-","-","-","-","-","-","-","-","-","-","-","99.34871","-","-","-","-","-","-","-","-","-"
"Tonga","2018","Total","-","-","-","-","-","-","-","-","-","-","-","99.44112","-","-","-","-","-","-","-","-","-"
"Trinidad and Tobago","2020","Female","-","-","-","-","-","-","-","-","-","-","25.0056","-","-","-","-","20.23771","-","-","-","-","-"
"Trinidad and Tobago","2020","Male","-","-","-","-","-","-","-","-","-","-","26.50642","-","-","-","-","20.75491","-","-","-","-","-"
"Trinidad and Tobago","2020","Total","-","-","-","-","-","-","-","-","-","-","25.76558","-","-","-","-","20.50056","-","-","-","-","-"
"Trinidad and Tobago","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","84.517"
"Trinidad and Tobago","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","75.40936"
"Trinidad and Tobago","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","80.33565"
"Trinidad and Tobago","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","51.92717","66.78274","-","-","-","-","-","-"
"Trinidad and Tobago","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","43.45967","48.01852","-","-","-","-","-","-"
"Trinidad and Tobago","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","47.74702","57.5194","-","-","-","-","-","-"
"Trinidad and Tobago","2011","Female","-","-","-","-","-","-","-","0.80000001","2.7916529","7.7332592","-","-","-","-","-","-","-","-","-","-","-"
"Trinidad and Tobago","2011","Male","-","-","-","-","-","-","-","1.3","2.015769","11.63897","-","-","-","-","-","-","-","-","-","-","-"
"Trinidad and Tobago","2011","Total","-","-","-","-","-","-","-","1.1","2.379179","9.7972612","-","-","-","-","-","-","-","-","-","-","-"
"Tunisia","2018","Female","90.800003","97","85.099998","68.599998","96.5","80.199997","57.400002","2.7","6.8000002","20.9","-","-","-","-","-","-","-","-","-","48.1","-"
"Tunisia","2018","Male","89.800003","96.800003","79.099998","50.200001","93.599998","68.400002","40.099998","2.9000001","7.0999999","32.5","-","-","-","-","-","-","-","-","-","45.9","-"
"Tunisia","2018","Total","90.300003","96.900002","82","59.299999","95","74.199997","48.700001","2.8","7","26.799999","-","-","-","-","-","-","-","-","-","47","-"
"Tunisia","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","23.61881","32.67876","-","-","-","-","-","-"
"Tunisia","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","27.01861","23.48737","-","-","-","-","-","-"
"Tunisia","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","25.1943","28.4194","-","-","-","-","-","-"
"Turkmenistan","2019","Female","50.70015","98.333557","96.984238","95.265373","100","98.907791","97.224037","0.94718713","0.93591958","0.87801999","-","-","-","-","-","-","-","-","-","-","-"
"Turkmenistan","2019","Male","48.866009","97.858223","98.09185","95.717331","100","99.13308","96.631203","1.624163","0.57974821","0.99879032","-","-","-","-","-","-","-","-","-","-","-"
"Turkmenistan","2019","Total","49.79789","98.079948","97.542152","95.49913","100","98.990723","96.93737","1.3083791","0.7565136","0.94048381","-","-","-","-","-","-","-","-","53","71","-"
"Turks and Caicos Islands","2020","Female","99.41732","98.017433","89.0662","75.364441","100","100","95.88662","0.61130363","0.2495954","15.22281","41.31148","-","-","-","-","0","-","15.311","-","-","-"
"Turks and Caicos Islands","2020","Male","98.526154","96.324173","95.866943","74.419746","97.928627","98.086662","99.62896","3.6135709","0","8.1405296","48.0315","-","-","-","-","8.16414","-","8.7256","-","-","-"
"Turks and Caicos Islands","2020","Total","99.036041","97.154297","92.538727","74.747612","98.711311","98.842407","97.688927","2.1416891","0.1221493","10.59847","44.73896","-","-","-","-","4.18043","-","11.95079","-","-","-"
"Turks and Caicos Islands","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13.21677","-","-","-","-"
"Turks and Caicos Islands","2017","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.64353","-","-","-","-"
"Turks and Caicos Islands","2017","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.46924","-","-","-","-"
"Tuvalu","2020","Female","80.079521","83.957947","82.692078","54.95715","100","91.400688","60.479","15.2574","17.30792","36.827671","61.29032","-","-","-","-","-","16.36126","35.98326","-","-","-"
"Tuvalu","2020","Male","74.349533","80.552933","69.729523","32.23119","98.494034","73.991791","45.387081","16.32481","26.12632","67.768806","67.87709","-","-","-","-","-","18.43088","30.57199","-","-","-"
"Tuvalu","2020","Total","77.115341","82.274963","74.863762","43.43544","99.146782","81.838333","52.63641","15.78498","22.633511","52.514339","64.66381","-","-","-","-","-","17.42183","33.19797","-","-","-"
"Tuvalu","2019","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"Tuvalu","2019","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.77608","-","-","-","-","-"
"Tuvalu","2019","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.01524","-","-","-","-","-"
"Uganda","2018","Female","-","-","-","-","-","-","-","-","-","-","-","89.95064","-","-","-","-","-","-","-","-","-"
"Uganda","2018","Male","-","-","-","-","-","-","-","-","-","-","-","88.8269","-","-","-","-","-","-","-","-","-"
"Uganda","2018","Total","-","-","-","-","-","-","-","-","-","-","-","89.39631","-","-","-","-","-","-","-","-","-"
"Uganda","2017","Female","-","-","-","-","-","-","-","-","-","-","77.54351","-","-","-","-","-","12.21721","48.99008","-","-","-"
"Uganda","2017","Male","-","-","-","-","-","-","-","-","-","-","72.41855","-","-","-","-","-","15.56616","48.52191","-","-","-"
"Uganda","2017","Total","-","-","-","-","-","-","-","-","-","-","75.00986","-","-","-","-","-","13.90533","48.75536","-","-","-"
"Uganda","2016","Female","73.455231","85.400002","20.5","7.0999999","43.37463","23.32485","15.25169","8.1000004","23.43749","67.661629","-","-","-","-","-","-","-","-","-","-","-"
"Uganda","2016","Male","71.23069","84.199997","18.200001","8.6000004","39.017052","26.85548","18.297371","8.6000004","22.160151","53.17905","-","-","-","-","-","-","-","-","-","-","-"
"Uganda","2016","Total","72.317421","84.800003","19.4","7.8000002","41.188141","24.91172","16.58814","8","22.785629","60.68034","-","-","-","-","-","-","-","-","-","-","-"
"Uganda","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","48.2","-","-","-","-","-","20.3","33.8","52.1"
"Uganda","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","56.9","-","-","-","-","-","21.9","32.5","51.6"
"Uganda","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","52.6","-","-","-","-","-","21","33.2","51.9"
"Uganda","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","33.7","48.5","-","-","-","-","-","-"
